referral_id,creation_date,creation_time,status_date,status_time,company_id,partner_id,consultant_id,status,is_outbound,partner_type,lead_sales_contact,country
1236,2021-04-12,05:01:42 PM,2021-04-12,05:01:42 PM,762,290,351,pending,1,Other,Tulip,UK
1250,2021-04-13,04:41:20 PM,2021-04-13,04:41:20 PM,731,290,351,pending,1,Other,Tulip,UK
1257,2021-04-13,05:53:07 PM,2021-04-13,05:53:07 PM,830,290,351,pending,1,Other,Tulip,UK
1261,2021-04-13,06:08:59 PM,2021-04-13,06:08:59 PM,1086,290,351,pending,1,Other,Tulip,UK
1283,2021-04-15,05:39:11 PM,2021-04-15,05:39:11 PM,1122,290,351,pending,1,Other,Tulip,UK
1288,2021-04-15,05:39:48 PM,2021-04-15,05:39:48 PM,1142,290,351,pending,1,Other,Tulip,UK
1312,2021-04-19,05:08:12 PM,2021-04-19,05:08:12 PM,1077,290,351,pending,1,Other,Tulip,UK
1313,2021-04-19,05:16:58 PM,2021-04-19,05:16:58 PM,1092,290,351,pending,1,Other,Tulip,UK
1317,2021-04-19,05:47:06 PM,2021-04-19,05:47:06 PM,1083,290,351,pending,1,Other,Tulip,UK
1324,2021-04-19,06:36:39 PM,2021-04-19,06:36:39 PM,1090,290,351,pending,1,Other,Tulip,UK
1336,2021-04-20,05:24:24 PM,2021-04-20,05:24:24 PM,1089,290,351,pending,1,Other,Tulip,UK
1350,2021-04-20,07:11:27 PM,2021-04-20,07:11:27 PM,879,290,351,pending,1,Other,Tulip,UK
1367,2021-04-21,08:22:57 PM,2021-04-21,08:22:57 PM,1107,290,351,pending,1,Other,Tulip,UK
1370,2021-04-21,08:52:22 PM,2021-04-21,08:52:22 PM,1114,290,351,pending,1,Other,Tulip,UK
1372,2021-04-21,09:13:12 PM,2021-04-21,09:13:12 PM,668,290,351,pending,1,Other,Tulip,UK
1389,2021-04-23,08:44:55 AM,2021-04-23,08:44:55 AM,1153,290,351,pending,1,Other,Tulip,UK
1392,2021-04-23,09:05:34 AM,2021-04-23,09:05:34 AM,1125,290,351,pending,1,Other,Tulip,UK
1393,2021-04-23,09:26:24 AM,2021-04-23,09:26:24 AM,1126,290,351,pending,1,Other,Tulip,UK
1399,2021-04-23,09:27:02 AM,2021-04-23,09:27:02 AM,1127,290,351,pending,1,Other,Tulip,UK
780,2021-03-02,10:48:13 AM,2021-03-02,10:48:13 AM,874,290,351,successful,1,Other,Tulip,UK
794,2021-03-03,10:18:09 AM,2021-03-03,10:18:09 AM,839,290,351,successful,1,Other,Tulip,UK
802,2021-03-04,10:32:37 PM,2021-03-04,10:32:37 PM,405,290,351,successful,1,Other,Tulip,UK
883,2021-03-10,05:14:46 PM,2021-03-10,05:14:46 PM,197,290,351,successful,1,Other,Tulip,UK
507,2021-01-25,10:43:49 AM,2021-01-25,10:43:49 AM,851,201,277,pending,1,Other,Tulip,UK
511,2021-01-25,07:05:27 PM,2021-01-25,07:05:27 PM,291,201,277,pending,1,Other,Tulip,UK
514,2021-01-25,07:20:31 PM,2021-01-25,07:20:31 PM,833,201,277,pending,1,Other,Tulip,UK
516,2021-01-25,07:23:57 PM,2021-01-25,07:23:57 PM,818,201,277,pending,1,Other,Tulip,UK
533,2021-01-27,10:14:21 AM,2021-01-27,10:14:21 AM,784,201,277,pending,1,Other,Tulip,UK
565,2021-02-02,10:36:59 AM,2021-02-02,10:36:59 AM,811,201,277,pending,1,Other,Tulip,UK
580,2021-02-05,06:39:31 PM,2021-02-05,06:39:31 PM,796,201,277,pending,1,Other,Tulip,UK
605,2021-02-09,10:33:07 AM,2021-02-09,10:33:07 AM,817,201,277,pending,1,Other,Tulip,UK
610,2021-02-09,04:00:57 PM,2021-02-09,04:00:57 PM,801,201,277,pending,1,Other,Tulip,UK
615,2021-02-09,06:20:38 PM,2021-02-09,06:20:38 PM,835,201,277,pending,1,Other,Tulip,UK
617,2021-02-09,06:21:18 PM,2021-02-09,06:21:18 PM,835,201,277,pending,1,Other,Tulip,UK
628,2021-02-10,04:24:30 PM,2021-02-10,04:24:30 PM,848,201,277,pending,1,Other,Tulip,UK
651,2021-02-15,01:18:47 PM,2021-02-15,01:18:47 PM,913,201,277,pending,1,Other,Tulip,UK
657,2021-02-15,06:41:07 PM,2021-02-15,06:41:07 PM,840,201,277,pending,1,Other,Tulip,UK
669,2021-02-16,05:32:40 PM,2021-02-16,05:32:40 PM,864,201,277,pending,1,Other,Tulip,UK
674,2021-02-16,05:41:45 PM,2021-02-16,05:41:45 PM,871,201,277,pending,1,Other,Tulip,UK
680,2021-02-16,06:07:03 PM,2021-02-16,06:07:03 PM,856,201,277,pending,1,Other,Tulip,UK
682,2021-02-16,06:08:09 PM,2021-02-16,06:08:09 PM,857,201,277,pending,1,Other,Tulip,UK
693,2021-02-18,05:06:19 AM,2021-02-18,05:06:19 AM,804,201,277,pending,1,Other,Tulip,UK
696,2021-02-18,06:26:33 AM,2021-02-18,06:26:33 AM,17,201,277,pending,1,Other,Tulip,UK
739,2021-02-23,01:34:27 PM,2021-02-23,01:34:27 PM,939,201,277,pending,1,Other,Tulip,UK
792,2021-03-03,10:17:53 AM,2021-03-03,10:17:53 AM,839,201,277,pending,1,Other,Tulip,UK
843,2021-03-09,03:40:58 PM,2021-03-09,03:40:58 PM,978,201,277,pending,1,Other,Tulip,UK
846,2021-03-09,04:27:51 PM,2021-03-09,04:27:51 PM,977,201,277,pending,1,Other,Tulip,UK
852,2021-03-09,04:54:40 PM,2021-03-09,04:54:40 PM,976,201,277,pending,1,Other,Tulip,UK
857,2021-03-09,05:50:51 PM,2021-03-09,05:50:51 PM,973,201,277,pending,1,Other,Tulip,UK
863,2021-03-09,06:23:16 PM,2021-03-09,06:23:16 PM,969,201,277,pending,1,Other,Tulip,UK
874,2021-03-10,11:17:32 AM,2021-03-10,11:17:32 AM,987,201,277,pending,1,Other,Tulip,UK
900,2021-03-11,10:31:58 AM,2021-03-11,10:31:58 AM,974,201,277,pending,1,Other,Tulip,UK
905,2021-03-11,02:36:55 PM,2021-03-11,02:36:55 PM,966,201,277,pending,1,Other,Tulip,UK
913,2021-03-11,03:27:54 PM,2021-03-11,03:27:54 PM,965,201,277,pending,1,Other,Tulip,UK
922,2021-03-11,07:23:44 PM,2021-03-11,07:23:44 PM,849,201,277,pending,1,Other,Tulip,UK
927,2021-03-11,07:43:18 PM,2021-03-11,07:43:18 PM,802,201,277,pending,1,Other,Tulip,UK
937,2021-03-12,01:08:50 PM,2021-03-12,01:08:50 PM,953,201,277,pending,1,Other,Tulip,UK
941,2021-03-12,05:08:45 PM,2021-03-12,05:08:45 PM,952,201,277,pending,1,Other,Tulip,UK
947,2021-03-12,07:12:46 PM,2021-03-12,07:12:46 PM,947,201,277,pending,1,Other,Tulip,UK
961,2021-03-16,03:30:31 PM,2021-03-16,03:30:31 PM,1028,201,277,pending,1,Other,Tulip,UK
971,2021-03-16,06:07:39 PM,2021-03-16,06:07:39 PM,921,201,277,pending,1,Other,Tulip,UK
974,2021-03-16,06:17:58 PM,2021-03-16,06:17:58 PM,922,201,277,pending,1,Other,Tulip,UK
977,2021-03-16,06:18:41 PM,2021-03-16,06:18:41 PM,923,201,277,pending,1,Other,Tulip,UK
981,2021-03-16,07:05:21 PM,2021-03-16,07:05:21 PM,1024,201,277,pending,1,Other,Tulip,UK
991,2021-03-17,05:31:58 PM,2021-03-17,05:31:58 PM,1017,201,277,pending,1,Other,Tulip,UK
996,2021-03-17,05:50:55 PM,2021-03-17,05:50:55 PM,1016,201,277,pending,1,Other,Tulip,UK
1001,2021-03-17,07:21:42 PM,2021-03-17,07:21:42 PM,1012,201,277,pending,1,Other,Tulip,UK
1006,2021-03-17,07:39:05 PM,2021-03-17,07:39:05 PM,1009,201,277,pending,1,Other,Tulip,UK
1022,2021-03-18,03:54:17 PM,2021-03-18,03:54:17 PM,777,201,277,pending,1,Other,Tulip,UK
1027,2021-03-18,03:56:20 PM,2021-03-18,03:56:20 PM,764,201,277,pending,1,Other,Tulip,UK
1032,2021-03-18,04:35:45 PM,2021-03-18,04:35:45 PM,975,201,277,pending,1,Other,Tulip,UK
1038,2021-03-18,08:20:04 PM,2021-03-18,08:20:04 PM,1011,201,277,pending,1,Other,Tulip,UK
1041,2021-03-18,08:23:23 PM,2021-03-18,08:23:23 PM,1010,201,277,pending,1,Other,Tulip,UK
1046,2021-03-18,09:22:39 PM,2021-03-18,09:22:39 PM,997,201,277,pending,1,Other,Tulip,UK
1052,2021-03-19,11:40:09 AM,2021-03-19,11:40:09 AM,993,201,277,pending,1,Other,Tulip,UK
1077,2021-03-22,03:16:35 PM,2021-03-22,03:16:35 PM,1052,201,277,pending,1,Other,Tulip,UK
1081,2021-03-22,03:18:30 PM,2021-03-22,03:18:30 PM,0,201,277,pending,1,Other,Tulip,UK
1088,2021-03-22,05:11:26 PM,2021-03-22,05:11:26 PM,0,201,277,pending,1,Other,Tulip,UK
1107,2021-03-23,07:32:29 PM,2021-03-23,07:32:29 PM,1057,201,277,pending,1,Other,Tulip,UK
1109,2021-03-23,07:32:45 PM,2021-03-23,07:32:45 PM,1057,201,277,pending,1,Other,Tulip,UK
1113,2021-03-23,07:33:28 PM,2021-03-23,07:33:28 PM,1058,201,277,pending,1,Other,Tulip,UK
1129,2021-03-24,06:26:22 PM,2021-03-24,06:26:22 PM,1066,201,277,pending,1,Other,Tulip,UK
1134,2021-03-24,06:27:32 PM,2021-03-24,06:27:32 PM,0,201,277,pending,1,Other,Tulip,UK
1218,2021-04-12,12:47:51 PM,2021-04-12,12:47:51 PM,1080,201,277,pending,1,Other,Tulip,UK
1224,2021-04-12,05:00:05 PM,2021-04-12,05:00:05 PM,693,201,277,pending,1,Other,Tulip,UK
1229,2021-04-12,05:00:50 PM,2021-04-12,05:00:50 PM,694,201,277,pending,1,Other,Tulip,UK
1234,2021-04-12,05:01:30 PM,2021-04-12,05:01:30 PM,762,201,277,pending,1,Other,Tulip,UK
1240,2021-04-12,05:56:01 PM,2021-04-12,05:56:01 PM,1005,201,277,pending,1,Other,Tulip,UK
1248,2021-04-13,04:41:07 PM,2021-04-13,04:41:07 PM,731,201,277,pending,1,Other,Tulip,UK
1252,2021-04-13,05:51:04 PM,2021-04-13,05:51:04 PM,844,201,277,pending,1,Other,Tulip,UK
1255,2021-04-13,05:52:43 PM,2021-04-13,05:52:43 PM,830,201,277,pending,1,Other,Tulip,UK
1260,2021-04-13,06:08:54 PM,2021-04-13,06:08:54 PM,1086,201,277,pending,1,Other,Tulip,UK
1275,2021-04-15,04:42:02 PM,2021-04-15,04:42:02 PM,1151,201,277,pending,1,Other,Tulip,UK
1278,2021-04-15,05:07:08 PM,2021-04-15,05:07:08 PM,1152,201,277,pending,1,Other,Tulip,UK
1281,2021-04-15,05:38:53 PM,2021-04-15,05:38:53 PM,1122,201,277,pending,1,Other,Tulip,UK
1286,2021-04-15,05:39:29 PM,2021-04-15,05:39:29 PM,1142,201,277,pending,1,Other,Tulip,UK
1310,2021-04-19,05:07:55 PM,2021-04-19,05:07:55 PM,1077,201,277,pending,1,Other,Tulip,UK
1321,2021-04-19,06:25:31 PM,2021-04-19,06:25:31 PM,1088,201,277,pending,1,Other,Tulip,UK
1334,2021-04-20,05:24:05 PM,2021-04-20,05:24:05 PM,1089,201,277,pending,1,Other,Tulip,UK
1348,2021-04-20,07:11:10 PM,2021-04-20,07:11:10 PM,879,201,277,pending,1,Other,Tulip,UK
1351,2021-04-20,07:11:35 PM,2021-04-20,07:11:35 PM,1101,201,277,pending,1,Other,Tulip,UK
1361,2021-04-21,07:45:31 PM,2021-04-21,07:45:31 PM,600,201,277,pending,1,Other,Tulip,UK
1365,2021-04-21,08:22:39 PM,2021-04-21,08:22:39 PM,1107,201,277,pending,1,Other,Tulip,UK
1387,2021-04-23,08:44:44 AM,2021-04-23,08:44:44 AM,1153,201,277,pending,1,Other,Tulip,UK
1418,2021-04-26,05:24:57 PM,2021-04-26,05:24:57 PM,1135,201,277,pending,1,Other,Tulip,UK
879,2021-03-10,12:10:08 PM,2021-03-10,12:10:08 PM,972,201,277,disinterested,1,Other,Tulip,UK
886,2021-03-10,05:51:36 PM,2021-03-10,05:51:36 PM,971,201,277,disinterested,1,Other,Tulip,UK
1011,2021-03-17,07:57:59 PM,2021-03-17,07:57:59 PM,1008,201,277,disinterested,1,Other,Tulip,UK
344,2020-11-20,11:58:25 AM,2020-11-20,11:58:25 AM,691,63,103,successful,0,Lender,Apple,Singapore
347,2020-11-20,12:35:33 PM,2020-11-20,12:35:33 PM,714,63,103,successful,0,Lender,Apple,Singapore
358,2020-11-23,10:06:19 PM,2020-11-23,10:06:19 PM,721,63,129,successful,0,Lender,Apple,Singapore
385,2020-12-02,05:39:44 PM,2020-12-02,05:39:44 PM,749,63,129,successful,0,Lender,Apple,Singapore
555,2021-02-01,04:44:48 AM,2021-02-01,04:44:48 AM,0,63,193,successful,0,Lender,Apple,Singapore
570,2021-02-03,06:58:14 PM,2021-02-03,06:58:14 PM,879,63,193,successful,0,Lender,Apple,Singapore
618,2021-02-10,08:41:55 AM,2021-02-10,08:41:55 AM,900,63,193,successful,0,Lender,Apple,Singapore
619,2021-02-10,08:42:32 AM,2021-02-10,08:42:32 AM,901,63,193,successful,0,Lender,Apple,Singapore
869,2021-03-10,07:08:17 AM,2021-03-10,07:08:17 AM,1010,63,193,successful,0,Lender,Apple,Singapore
870,2021-03-10,07:29:47 AM,2021-03-10,07:29:47 AM,1011,63,193,successful,0,Lender,Apple,Singapore
951,2021-03-15,06:08:07 AM,2021-03-15,06:08:07 AM,1004,63,193,successful,0,Lender,Apple,Singapore
1074,2021-03-22,02:38:00 PM,2021-03-22,02:38:00 PM,1080,63,193,successful,0,Lender,Apple,Singapore
1162,2021-03-30,09:01:27 AM,2021-03-30,09:01:27 AM,1101,63,193,successful,0,Lender,Apple,Singapore
1212,2021-04-12,05:39:00 AM,2021-04-12,05:39:00 AM,1136,63,193,successful,0,Lender,Apple,Singapore
576,2021-02-05,05:56:40 AM,2021-02-05,05:56:40 AM,43,63,232,successful,0,Lender,Apple,Singapore
1127,2021-03-24,06:26:09 PM,2021-03-24,06:26:09 PM,1066,63,103,pending,1,Lender,Apple,Singapore
1221,2021-04-12,03:38:10 PM,2021-04-12,03:38:10 PM,751,63,103,pending,1,Lender,Apple,Singapore
486,2021-01-19,11:38:35 AM,2021-01-19,11:38:35 AM,795,63,129,pending,1,Lender,Apple,Singapore
735,2021-02-23,12:49:02 PM,2021-02-23,12:49:02 PM,809,63,129,pending,1,Lender,Apple,Singapore
747,2021-02-24,09:13:11 AM,2021-02-24,09:13:11 AM,949,63,129,pending,1,Lender,Apple,Singapore
859,2021-03-09,05:51:11 PM,2021-03-09,05:51:11 PM,973,63,129,pending,1,Lender,Apple,Singapore
925,2021-03-11,07:43:05 PM,2021-03-11,07:43:05 PM,802,63,129,pending,1,Lender,Apple,Singapore
938,2021-03-12,05:08:27 PM,2021-03-12,05:08:27 PM,952,63,129,pending,1,Lender,Apple,Singapore
963,2021-03-16,05:32:36 PM,2021-03-16,05:32:36 PM,1022,63,129,pending,1,Lender,Apple,Singapore
1025,2021-03-18,03:56:05 PM,2021-03-18,03:56:05 PM,764,63,129,pending,1,Lender,Apple,Singapore
1092,2021-03-22,05:41:37 PM,2021-03-22,05:41:37 PM,1053,63,129,pending,1,Lender,Apple,Singapore
1232,2021-04-12,05:01:19 PM,2021-04-12,05:01:19 PM,762,63,129,pending,1,Lender,Apple,Singapore
1251,2021-04-13,05:50:59 PM,2021-04-13,05:50:59 PM,844,63,129,pending,1,Lender,Apple,Singapore
1253,2021-04-13,05:52:32 PM,2021-04-13,05:52:32 PM,830,63,129,pending,1,Lender,Apple,Singapore
1273,2021-04-15,04:38:46 PM,2021-04-15,04:38:46 PM,1151,63,129,pending,1,Lender,Apple,Singapore
1332,2021-04-20,05:23:49 PM,2021-04-20,05:23:49 PM,1089,63,129,pending,1,Lender,Apple,Singapore
1346,2021-04-20,07:10:55 PM,2021-04-20,07:10:55 PM,879,63,129,pending,1,Lender,Apple,Singapore
504,2021-01-25,10:30:29 AM,2021-01-25,10:30:29 AM,821,63,193,pending,1,Lender,Apple,Singapore
505,2021-01-25,10:38:12 AM,2021-01-25,10:38:12 AM,851,63,193,pending,1,Lender,Apple,Singapore
528,2021-01-27,02:23:22 AM,2021-01-27,02:23:22 AM,648,63,193,pending,1,Lender,Apple,Singapore
531,2021-01-27,10:13:30 AM,2021-01-27,10:13:30 AM,784,63,193,pending,1,Lender,Apple,Singapore
552,2021-01-29,06:05:08 PM,2021-01-29,06:05:08 PM,562,63,193,pending,1,Lender,Apple,Singapore
563,2021-02-02,10:28:32 AM,2021-02-02,10:28:32 AM,811,63,193,pending,1,Lender,Apple,Singapore
578,2021-02-05,06:20:58 PM,2021-02-05,06:20:58 PM,803,63,193,pending,1,Lender,Apple,Singapore
599,2021-02-09,08:39:44 AM,2021-02-09,08:39:44 AM,11,63,193,pending,1,Lender,Apple,Singapore
600,2021-02-09,08:40:17 AM,2021-02-09,08:40:17 AM,10,63,193,pending,1,Lender,Apple,Singapore
603,2021-02-09,10:12:07 AM,2021-02-09,10:12:07 AM,673,63,193,pending,1,Lender,Apple,Singapore
609,2021-02-09,03:46:49 PM,2021-02-09,03:46:49 PM,0,63,193,pending,1,Lender,Apple,Singapore
613,2021-02-09,06:10:31 PM,2021-02-09,06:10:31 PM,835,63,193,pending,1,Lender,Apple,Singapore
649,2021-02-15,01:18:01 PM,2021-02-15,01:18:01 PM,913,63,193,pending,1,Lender,Apple,Singapore
790,2021-03-03,10:17:33 AM,2021-03-03,10:17:33 AM,839,63,193,pending,1,Lender,Apple,Singapore
823,2021-03-08,04:51:14 PM,2021-03-08,04:51:14 PM,984,63,193,pending,1,Lender,Apple,Singapore
836,2021-03-09,09:59:06 AM,2021-03-09,09:59:06 AM,985,63,193,pending,1,Lender,Apple,Singapore
844,2021-03-09,04:15:53 PM,2021-03-09,04:15:53 PM,977,63,193,pending,1,Lender,Apple,Singapore
849,2021-03-09,04:54:13 PM,2021-03-09,04:54:13 PM,976,63,193,pending,1,Lender,Apple,Singapore
851,2021-03-09,04:54:29 PM,2021-03-09,04:54:29 PM,976,63,193,pending,1,Lender,Apple,Singapore
889,2021-03-10,06:12:17 PM,2021-03-10,06:12:17 PM,967,63,193,pending,1,Lender,Apple,Singapore
898,2021-03-11,10:31:47 AM,2021-03-11,10:31:47 AM,974,63,193,pending,1,Lender,Apple,Singapore
903,2021-03-11,02:36:42 PM,2021-03-11,02:36:42 PM,966,63,193,pending,1,Lender,Apple,Singapore
908,2021-03-11,02:55:03 PM,2021-03-11,02:55:03 PM,964,63,193,pending,1,Lender,Apple,Singapore
911,2021-03-11,03:27:41 PM,2021-03-11,03:27:41 PM,965,63,193,pending,1,Lender,Apple,Singapore
935,2021-03-12,01:08:38 PM,2021-03-12,01:08:38 PM,953,63,193,pending,1,Lender,Apple,Singapore
939,2021-03-12,05:08:30 PM,2021-03-12,05:08:30 PM,952,63,193,pending,1,Lender,Apple,Singapore
949,2021-03-13,03:46:24 AM,2021-03-13,03:46:24 AM,951,63,193,pending,1,Lender,Apple,Singapore
967,2021-03-16,06:00:44 PM,2021-03-16,06:00:44 PM,1021,63,193,pending,1,Lender,Apple,Singapore
983,2021-03-16,07:36:15 PM,2021-03-16,07:36:15 PM,1018,63,193,pending,1,Lender,Apple,Singapore
994,2021-03-17,05:50:40 PM,2021-03-17,05:50:40 PM,1016,63,193,pending,1,Lender,Apple,Singapore
999,2021-03-17,07:21:30 PM,2021-03-17,07:21:30 PM,1012,63,193,pending,1,Lender,Apple,Singapore
1020,2021-03-18,03:54:05 PM,2021-03-18,03:54:05 PM,777,63,193,pending,1,Lender,Apple,Singapore
1035,2021-03-18,07:03:22 PM,2021-03-18,07:03:22 PM,1003,63,193,pending,1,Lender,Apple,Singapore
1050,2021-03-19,11:33:25 AM,2021-03-19,11:33:25 AM,993,63,193,pending,1,Lender,Apple,Singapore
1054,2021-03-19,12:28:36 PM,2021-03-19,12:28:36 PM,991,63,193,pending,1,Lender,Apple,Singapore
1075,2021-03-22,03:16:24 PM,2021-03-22,03:16:24 PM,1052,63,193,pending,1,Lender,Apple,Singapore
1080,2021-03-22,03:18:11 PM,2021-03-22,03:18:11 PM,0,63,193,pending,1,Lender,Apple,Singapore
1086,2021-03-22,05:11:15 PM,2021-03-22,05:11:15 PM,0,63,193,pending,1,Lender,Apple,Singapore
1093,2021-03-22,05:41:40 PM,2021-03-22,05:41:40 PM,1053,63,193,pending,1,Lender,Apple,Singapore
1189,2021-04-07,05:13:05 AM,2021-04-07,05:13:05 AM,318,63,193,pending,1,Lender,Apple,Singapore
1222,2021-04-12,04:59:54 PM,2021-04-12,04:59:54 PM,693,63,193,pending,1,Lender,Apple,Singapore
1227,2021-04-12,05:00:29 PM,2021-04-12,05:00:29 PM,694,63,193,pending,1,Lender,Apple,Singapore
1337,2021-04-20,05:51:04 PM,2021-04-20,05:51:04 PM,1091,63,193,pending,1,Lender,Apple,Singapore
1340,2021-04-20,05:55:55 PM,2021-04-20,05:55:55 PM,1047,63,193,pending,1,Lender,Apple,Singapore
1341,2021-04-20,06:18:50 PM,2021-04-20,06:18:50 PM,1094,63,193,pending,1,Lender,Apple,Singapore
1344,2021-04-20,06:32:39 PM,2021-04-20,06:32:39 PM,1100,63,193,pending,1,Lender,Apple,Singapore
1363,2021-04-21,08:22:27 PM,2021-04-21,08:22:27 PM,1107,63,193,pending,1,Lender,Apple,Singapore
1368,2021-04-21,08:52:07 PM,2021-04-21,08:52:07 PM,1114,63,193,pending,1,Lender,Apple,Singapore
1422,2021-04-26,05:55:21 PM,2021-04-26,05:55:21 PM,1146,63,193,pending,1,Lender,Apple,Singapore
690,2021-02-18,04:43:49 AM,2021-02-18,04:43:49 AM,463,63,245,pending,1,Lender,Apple,Singapore
691,2021-02-18,04:46:29 AM,2021-02-18,04:46:29 AM,613,63,245,pending,1,Lender,Apple,Singapore
774,2021-03-02,04:17:08 AM,2021-03-02,04:17:08 AM,686,63,129,successful,1,Lender,Apple,Singapore
775,2021-03-02,04:17:51 AM,2021-03-02,04:17:51 AM,688,63,129,successful,1,Lender,Apple,Singapore
652,2021-02-15,04:07:45 PM,2021-02-15,04:07:45 PM,913,63,103,disinterested,1,Lender,Apple,Singapore
460,2021-01-11,11:44:50 AM,2021-01-11,11:44:50 AM,819,63,129,disinterested,1,Lender,Apple,Singapore
632,2021-02-10,04:42:50 PM,2021-02-10,04:42:50 PM,843,63,193,disinterested,1,Lender,Apple,Singapore
1009,2021-03-17,07:57:47 PM,2021-03-17,07:57:47 PM,1008,63,193,disinterested,1,Lender,Apple,Singapore
1165,2021-03-30,08:28:36 PM,2021-03-30,08:28:36 PM,1074,63,193,disinterested,1,Lender,Apple,Singapore
289,2020-11-10,09:24:38 AM,2020-11-10,09:24:38 AM,0,55,91,successful,0,Lender,Daisy,UK
722,2021-02-18,10:03:09 PM,2021-02-18,10:03:09 PM,0,213,347,pending,0,Lender,Daisy,UK
688,2021-02-17,03:13:53 PM,2021-02-17,03:13:53 PM,926,213,299,successful,0,Lender,Daisy,UK
742,2021-02-23,03:09:33 PM,2021-02-23,03:09:33 PM,946,213,299,successful,0,Lender,Daisy,UK
1191,2021-04-07,06:30:43 PM,2021-04-07,06:30:43 PM,1130,213,299,successful,0,Lender,Daisy,UK
1353,2021-04-20,09:14:49 PM,2021-04-20,09:14:49 PM,1178,213,299,successful,0,Lender,Daisy,UK
1355,2021-04-21,04:34:23 PM,2021-04-21,04:34:23 PM,1182,213,299,successful,0,Lender,Daisy,UK
1356,2021-04-21,04:54:44 PM,2021-04-21,04:54:44 PM,1026,213,299,successful,0,Lender,Daisy,UK
1358,2021-04-21,05:17:25 PM,2021-04-21,05:17:25 PM,1183,213,299,successful,0,Lender,Daisy,UK
1378,2021-04-22,02:25:25 PM,2021-04-22,02:25:25 PM,1193,213,299,successful,0,Lender,Daisy,UK
1379,2021-04-22,02:53:52 PM,2021-04-22,02:53:52 PM,1192,213,299,successful,0,Lender,Daisy,UK
754,2021-02-25,04:15:03 PM,2021-02-25,04:15:03 PM,954,213,347,successful,0,Lender,Daisy,UK
767,2021-03-01,01:10:09 AM,2021-03-01,01:10:09 AM,965,213,347,successful,0,Lender,Daisy,UK
799,2021-03-04,01:17:08 PM,2021-03-04,01:17:08 PM,1055,213,347,successful,0,Lender,Daisy,UK
868,2021-03-10,06:27:24 AM,2021-03-10,06:27:24 AM,1001,213,347,successful,0,Lender,Daisy,UK
1014,2021-03-18,01:09:29 PM,2021-03-18,01:09:29 PM,1043,213,347,successful,0,Lender,Daisy,UK
1176,2021-04-01,10:56:42 AM,2021-04-01,10:56:42 AM,1108,213,347,successful,0,Lender,Daisy,UK
1177,2021-04-01,11:12:52 AM,2021-04-01,11:12:52 AM,1113,213,347,successful,0,Lender,Daisy,UK
1244,2021-04-13,02:55:46 PM,2021-04-13,02:55:46 PM,1141,213,347,successful,0,Lender,Daisy,UK
1265,2021-04-14,07:24:33 PM,2021-04-14,07:24:33 PM,1147,213,347,successful,0,Lender,Daisy,UK
1266,2021-04-14,07:53:11 PM,2021-04-14,07:53:11 PM,1148,213,347,successful,0,Lender,Daisy,UK
1267,2021-04-14,07:55:49 PM,2021-04-14,07:55:49 PM,1149,213,347,successful,0,Lender,Daisy,UK
1268,2021-04-14,07:57:52 PM,2021-04-14,07:57:52 PM,1150,213,347,successful,0,Lender,Daisy,UK
1289,2021-04-15,11:22:09 PM,2021-04-15,11:22:09 PM,1160,213,347,successful,0,Lender,Daisy,UK
1300,2021-04-17,08:57:25 AM,2021-04-17,08:57:25 AM,1161,213,347,successful,0,Lender,Daisy,UK
1354,2021-04-21,07:08:16 AM,2021-04-21,07:08:16 AM,1220,213,347,successful,0,Lender,Daisy,UK
1434,2021-04-27,03:09:23 PM,2021-04-27,03:09:23 PM,1226,213,347,successful,0,Lender,Daisy,UK
1448,2021-04-29,08:42:43 AM,2021-04-29,08:42:43 AM,0,213,347,successful,0,Lender,Daisy,UK
789,2021-03-02,01:04:34 PM,2021-03-02,01:04:34 PM,969,213,395,successful,0,Lender,Daisy,UK
1149,2021-03-27,12:18:24 PM,2021-03-27,12:18:24 PM,1099,213,395,successful,0,Lender,Daisy,UK
1150,2021-03-27,12:25:07 PM,2021-03-27,12:25:07 PM,1098,213,395,successful,0,Lender,Daisy,UK
1182,2021-04-04,11:00:07 AM,2021-04-04,11:00:07 AM,1122,213,395,successful,0,Lender,Daisy,UK
1187,2021-04-06,05:33:44 PM,2021-04-06,05:33:44 PM,1120,213,395,successful,0,Lender,Daisy,UK
1243,2021-04-13,02:54:30 PM,2021-04-13,02:54:30 PM,1142,213,395,successful,0,Lender,Daisy,UK
1414,2021-04-26,02:11:24 PM,2021-04-26,02:11:24 PM,1203,213,395,successful,0,Lender,Daisy,UK
1452,2021-04-30,01:09:50 PM,2021-04-30,01:09:50 PM,1240,213,395,successful,0,Lender,Daisy,UK
1102,2021-03-23,01:16:24 PM,2021-03-23,01:16:24 PM,1118,302,375,successful,0,Lender,Tulip,UK
1201,2021-04-09,05:16:34 AM,2021-04-09,05:16:34 AM,1156,302,375,successful,0,Lender,Tulip,UK
686,2021-02-17,12:12:50 PM,2021-02-17,12:12:50 PM,708,302,375,pending,1,Lender,Tulip,UK
707,2021-02-18,12:39:22 PM,2021-02-18,12:39:22 PM,804,302,375,pending,1,Lender,Tulip,UK
708,2021-02-18,12:40:26 PM,2021-02-18,12:40:26 PM,833,302,375,pending,1,Lender,Tulip,UK
710,2021-02-18,01:52:30 PM,2021-02-18,01:52:30 PM,707,302,375,pending,1,Lender,Tulip,UK
